id_gatto,eta_mesi,razza,sesso,peso_nascita_kg,lunghezza_cm,altezza_spalla_cm,attivita_giornaliera,quantita_cibo_giorno_g,tipo_cibo,pelo_lungo,sterilizzato,temperatura_media_zona,vive_interno,peso_adulto_kg
4032,50,Europeo,Maschio,0.13,53.5,33.7,4.2,65.6,Secco,0,1,19.6,0,4.99
4033,72,Maine Coon,Femmina,0.12,57.2,30.3,3.3,53.8,Umido,1,0,15.9,0,5.61
4034,91,Maine Coon,Femmina,0.07,58.1,23.6,3.4,111.7,Secco,1,1,16.1,1,6.77
4035,113,Europeo,Maschio,0.16,64.8,27.1,7.1,105.1,Umido,0,0,17.3,0,7.5
4036,71,Maine Coon,Femmina,0.13,58.1,33.8,2.6,110.2,Misto,1,0,10.0,1,5.94
4037,93,Siamese,Femmina,0.12,50.6,28.8,3.4,81.7,Umido,0,0,14.9,0,7.09
4038,39,Maine Coon,Femmina,0.11,44.8,24.9,4.8,137.0,Misto,1,1,25.4,1,5.47
4039,96,Bengala,Maschio,0.12,57.1,33.6,7.3,100.9,Misto,0,1,19.7,1,7.5
4040,60,Siamese,Maschio,0.15,67.0,27.2,3.5,71.9,Secco,0,1,25.2,1,5.88
4041,110,Persiano,Maschio,0.13,55.0,36.6,1.3,76.2,Umido,1,1,12.1,0,7.61
4042,6,Maine Coon,Femmina,0.13,48.1,23.2,0.8,49.5,Misto,1,1,19.3,1,3.71
4043,77,Maine Coon,Maschio,0.1,59.0,26.0,7.8,76.8,Secco,1,1,12.6,1,6.42
4044,92,Bengala,Maschio,0.11,51.3,29.7,1.1,74.5,Secco,0,1,28.6,0,7.19
4045,43,Bengala,Maschio,0.12,54.9,32.0,4.1,119.2,Misto,0,1,12.4,1,5.75
4046,11,Europeo,Femmina,0.13,46.2,26.8,1.7,82.1,Secco,0,1,23.1,1,4.46
4047,91,Europeo,Femmina,0.11,62.8,30.1,2.8,107.3,Umido,0,0,16.0,0,6.76
4048,30,Europeo,Maschio,0.14,41.4,22.5,3.0,84.0,Misto,0,0,23.9,1,4.26
4049,87,Bengala,Maschio,0.1,69.9,24.6,1.1,61.7,Misto,0,1,11.3,0,6.55
4050,22,Europeo,Maschio,0.12,45.0,30.9,5.8,102.5,Secco,0,1,15.4,1,4.89
4051,66,Europeo,Femmina,0.12,55.3,33.7,4.6,72.3,Misto,0,0,21.2,1,5.54
4052,17,Persiano,Maschio,0.09,46.7,31.0,3.4,78.9,Misto,1,1,17.6,0,4.61
4053,11,Europeo,Femmina,0.12,38.5,29.5,3.1,126.8,Misto,0,1,18.9,0,4.32
4054,95,Maine Coon,Femmina,0.11,60.3,32.0,5.6,103.3,Umido,1,1,15.9,1,6.92
4055,32,Bengala,Femmina,0.15,46.3,28.8,4.1,71.8,Umido,0,1,17.0,1,5.15
4056,13,Siamese,Maschio,0.11,50.0,26.3,7.1,108.8,Umido,0,1,16.8,1,4.5
4057,88,Persiano,Maschio,0.13,48.2,32.2,3.3,67.8,Umido,1,0,14.2,1,6.82
4058,111,Bengala,Femmina,0.1,54.3,30.3,4.6,54.1,Secco,0,1,28.1,1,7.14
4059,70,Bengala,Femmina,0.12,49.9,31.3,2.2,106.2,Misto,0,0,26.2,0,6.46
4060,62,Maine Coon,Femmina,0.11,55.1,32.7,3.4,92.7,Umido,1,1,25.2,1,6.33
4061,98,Europeo,Femmina,0.1,57.0,23.6,5.6,87.3,Secco,0,0,21.6,0,6.62
4062,114,Maine Coon,Maschio,0.18,55.2,36.2,5.8,58.3,Umido,1,1,23.1,1,7.91
4063,118,Europeo,Maschio,0.11,54.2,30.6,6.8,87.3,Secco,0,1,14.6,0,7.5
4064,104,Europeo,Femmina,0.12,57.6,37.5,4.7,93.2,Umido,0,1,12.6,1,7.79
4065,45,Bengala,Femmina,0.14,50.9,33.6,5.9,68.5,Umido,0,0,24.5,0,5.72
4066,19,Europeo,Femmina,0.1,47.8,20.8,4.9,90.6,Misto,0,0,20.5,0,4.45
4067,40,Persiano,Maschio,0.13,62.8,27.0,3.4,117.8,Umido,1,1,24.5,0,5.66
4068,53,Persiano,Femmina,0.13,54.2,18.3,1.7,87.9,Umido,1,1,20.3,0,5.4
4069,114,Persiano,Maschio,0.12,69.9,28.8,3.7,99.1,Secco,1,0,14.5,0,8.36
4070,89,Bengala,Femmina,0.17,53.4,31.2,2.3,75.8,Misto,0,0,12.3,1,6.12
4071,61,Maine Coon,Maschio,0.1,50.8,32.3,5.6,70.2,Misto,1,1,21.0,1,5.51
4072,54,Siamese,Maschio,0.15,46.9,28.0,5.7,80.2,Secco,0,1,22.4,0,5.46
4073,18,Europeo,Femmina,0.13,48.9,28.1,2.5,106.1,Umido,0,1,21.1,1,4.78
4074,66,Siamese,Maschio,0.14,49.3,24.8,5.7,89.5,Secco,0,1,13.3,1,5.24
4075,107,Maine Coon,Maschio,0.13,52.4,30.3,2.2,80.4,Umido,1,1,19.4,1,7.09
4076,54,Maine Coon,Maschio,0.16,37.1,24.7,6.2,82.3,Umido,1,1,19.6,1,5.51
4077,51,Bengala,Maschio,0.11,60.4,29.0,3.8,62.2,Misto,0,1,14.9,1,6.06
4078,118,Persiano,Femmina,0.13,54.1,37.8,4.7,116.7,Umido,1,1,25.0,1,7.89
4079,67,Persiano,Femmina,0.15,62.0,28.1,6.2,88.2,Misto,1,0,17.5,0,6.09
4080,13,Maine Coon,Femmina,0.11,45.6,18.8,4.9,79.2,Misto,1,0,25.9,1,4.47
4081,48,Bengala,Femmina,0.14,54.3,28.4,3.8,89.2,Secco,0,1,20.2,1,5.46
4082,25,Bengala,Femmina,0.12,48.0,29.8,5.3,80.0,Umido,0,1,17.5,0,4.4
4083,102,Europeo,Maschio,0.1,58.1,25.5,2.5,91.3,Secco,0,1,18.9,0,7.36
4084,95,Persiano,Maschio,0.09,47.4,36.0,1.1,68.5,Secco,1,0,7.9,1,6.21
4085,44,Maine Coon,Maschio,0.12,57.7,24.2,5.7,93.9,Secco,1,1,18.3,1,5.5
4086,90,Siamese,Maschio,0.14,51.4,25.7,2.0,82.9,Secco,0,1,6.6,0,7.06
4087,54,Persiano,Femmina,0.08,56.9,18.8,5.4,127.9,Misto,1,1,15.7,0,5.82
4088,69,Europeo,Femmina,0.12,41.7,29.8,4.2,126.6,Misto,0,1,20.3,0,6.16
4089,67,Bengala,Maschio,0.14,46.4,37.4,4.0,103.7,Misto,0,1,16.3,0,6.63
4090,111,Maine Coon,Femmina,0.09,58.7,32.4,2.6,83.4,Misto,1,1,25.9,1,7.53
4091,112,Persiano,Maschio,0.11,55.1,26.9,3.3,102.7,Umido,1,1,18.4,1,7.44
4092,59,Siamese,Maschio,0.13,54.1,30.5,4.0,103.4,Misto,0,1,21.6,1,6.0
4093,110,Europeo,Femmina,0.14,57.5,34.5,4.3,79.2,Umido,0,1,17.7,0,8.03
4094,14,Europeo,Femmina,0.15,59.2,31.5,2.6,52.2,Secco,0,1,20.2,1,4.22
4095,93,Persiano,Femmina,0.11,58.1,23.5,5.1,52.1,Umido,1,1,16.8,1,6.71
4096,42,Siamese,Femmina,0.1,46.2,34.9,5.2,88.0,Misto,0,1,21.5,1,4.73
4097,54,Europeo,Femmina,0.15,47.6,28.8,4.7,79.3,Misto,0,1,24.2,1,5.96
4098,46,Maine Coon,Femmina,0.1,58.0,36.1,3.3,75.7,Misto,1,1,19.0,1,5.38
4099,22,Europeo,Femmina,0.13,36.5,26.9,5.3,74.5,Secco,0,0,25.3,1,4.35
4100,93,Siamese,Maschio,0.16,58.2,32.5,4.9,72.8,Secco,0,1,17.0,0,7.49
4101,26,Bengala,Femmina,0.14,39.8,21.6,1.1,95.3,Misto,0,1,24.8,0,4.8
4102,56,Bengala,Maschio,0.14,58.4,32.7,4.3,28.0,Secco,0,0,22.3,0,5.87
4103,64,Persiano,Maschio,0.15,48.4,22.8,6.9,105.6,Umido,1,1,17.2,0,6.47
4104,44,Siamese,Femmina,0.13,53.1,28.5,5.5,85.5,Umido,0,0,21.9,0,5.39
4105,60,Europeo,Maschio,0.14,51.3,25.8,5.7,120.2,Umido,0,1,21.8,1,5.3
4106,46,Europeo,Femmina,0.11,39.9,26.9,2.9,91.1,Umido,0,1,22.8,1,4.57
4107,44,Bengala,Maschio,0.14,53.9,32.6,4.2,53.7,Misto,0,1,7.8,0,5.77
4108,18,Bengala,Maschio,0.13,41.8,24.1,3.7,50.0,Misto,0,0,12.8,1,4.15
4109,69,Maine Coon,Maschio,0.09,57.5,34.0,4.0,65.2,Umido,1,1,16.8,0,6.43
4110,16,Bengala,Femmina,0.12,39.6,23.8,3.2,91.7,Umido,0,1,19.5,0,4.31
4111,115,Maine Coon,Maschio,0.08,58.2,31.4,2.1,49.9,Misto,1,0,21.2,0,7.27
4112,24,Europeo,Maschio,0.13,47.7,36.9,4.1,90.4,Secco,0,0,16.1,1,4.61
4113,16,Maine Coon,Maschio,0.12,42.4,26.4,2.8,99.6,Umido,1,0,22.2,1,4.22
4114,82,Maine Coon,Femmina,0.16,62.9,28.7,4.9,79.2,Secco,1,0,7.5,1,6.61
4115,51,Persiano,Maschio,0.13,50.3,28.2,4.0,70.2,Misto,1,1,11.2,0,5.88
4116,50,Bengala,Femmina,0.14,47.0,25.8,1.1,39.2,Umido,0,1,15.5,0,5.04
4117,6,Maine Coon,Maschio,0.1,47.7,20.3,6.1,122.4,Umido,1,1,28.5,1,4.56
4118,45,Europeo,Maschio,0.13,39.3,37.5,4.7,125.9,Secco,0,1,22.6,1,5.64
4119,113,Siamese,Maschio,0.11,73.5,28.6,3.3,111.0,Secco,0,1,16.1,1,7.73
4120,24,Maine Coon,Femmina,0.14,39.8,18.6,3.5,81.5,Secco,1,1,26.5,1,4.65
4121,81,Bengala,Maschio,0.1,57.0,28.3,2.2,83.3,Secco,0,1,13.2,0,6.27
4122,77,Persiano,Maschio,0.12,53.1,30.6,3.9,101.5,Umido,1,1,14.4,1,6.37
4123,77,Europeo,Maschio,0.1,61.0,27.8,5.0,92.9,Misto,0,0,19.4,1,5.55
4124,66,Persiano,Maschio,0.12,52.8,28.1,6.6,30.9,Secco,1,0,18.6,1,5.75
4125,114,Siamese,Femmina,0.16,51.9,29.9,3.9,106.2,Secco,0,1,20.1,1,7.59
4126,17,Maine Coon,Maschio,0.13,33.7,28.0,4.1,112.6,Misto,1,1,16.3,1,4.55
4127,66,Maine Coon,Maschio,0.12,39.1,32.4,5.8,113.0,Umido,1,0,21.5,0,6.02
4128,117,Bengala,Maschio,0.07,55.0,29.9,2.3,93.6,Misto,0,1,18.7,1,7.73
4129,38,Maine Coon,Maschio,0.11,58.4,39.8,4.2,107.6,Misto,1,1,24.1,1,5.41
4130,50,Europeo,Femmina,0.13,38.3,32.7,2.9,57.5,Secco,0,0,22.1,1,5.2
4131,95,Siamese,Maschio,0.11,67.4,29.7,4.2,86.5,Misto,0,1,14.7,1,7.37
4132,108,Persiano,Maschio,0.15,63.4,23.8,5.4,77.4,Misto,1,0,12.1,0,6.73
4133,97,Siamese,Femmina,0.12,45.3,30.4,1.5,112.0,Umido,0,1,23.4,1,6.96
4134,74,Maine Coon,Maschio,0.14,44.8,32.8,5.7,95.1,Secco,1,0,12.5,1,5.96
4135,13,Persiano,Maschio,0.12,39.4,29.8,4.5,85.8,Secco,1,1,23.3,1,4.75
4136,30,Bengala,Maschio,0.11,50.1,17.2,4.2,68.0,Secco,0,1,16.7,0,4.87
4137,96,Siamese,Femmina,0.11,54.2,30.4,6.0,70.8,Umido,0,1,21.1,1,7.11
4138,51,Persiano,Maschio,0.1,49.4,25.1,2.8,63.0,Umido,1,1,14.9,1,5.68
4139,92,Persiano,Femmina,0.14,50.7,37.1,2.0,98.9,Umido,1,1,20.4,1,7.6
4140,35,Persiano,Femmina,0.11,49.7,27.4,2.5,97.0,Umido,1,1,23.8,0,5.4
4141,114,Europeo,Femmina,0.13,62.3,19.3,4.8,94.6,Secco,0,1,15.8,0,7.31
4142,52,Siamese,Femmina,0.11,49.3,29.4,3.3,102.4,Secco,0,0,13.6,1,5.59
4143,92,Persiano,Femmina,0.1,49.6,19.9,2.7,69.3,Misto,1,1,14.0,1,6.52
4144,54,Siamese,Femmina,0.13,57.3,30.0,2.5,48.1,Umido,0,1,6.3,1,5.66
4145,52,Persiano,Femmina,0.11,48.7,40.5,4.3,102.3,Misto,1,0,13.8,0,5.83
4146,89,Bengala,Maschio,0.11,57.8,36.3,4.0,86.9,Umido,0,1,24.2,1,6.62
4147,87,Bengala,Maschio,0.1,53.0,30.6,1.9,100.5,Misto,0,1,9.5,0,6.79
4148,23,Bengala,Femmina,0.11,54.9,22.9,1.9,92.3,Secco,0,1,15.4,0,4.28
4149,71,Maine Coon,Femmina,0.12,60.7,34.9,3.2,84.9,Secco,1,1,18.7,1,6.34
4150,73,Persiano,Femmina,0.11,60.7,31.8,5.4,94.9,Umido,1,1,18.6,1,6.45
4151,99,Maine Coon,Femmina,0.14,51.0,28.6,3.4,115.0,Secco,1,1,13.9,1,6.87
4152,38,Siamese,Femmina,0.12,44.9,24.2,1.8,77.8,Umido,0,0,24.6,0,4.76
4153,41,Maine Coon,Femmina,0.18,55.2,22.5,3.9,102.5,Misto,1,0,21.8,1,5.8
4154,87,Siamese,Maschio,0.13,53.2,31.2,4.1,94.4,Umido,0,0,13.2,1,6.7
4155,106,Siamese,Maschio,0.09,55.4,28.2,1.8,50.1,Misto,0,0,17.3,1,6.46
4156,24,Siamese,Femmina,0.12,42.5,27.0,2.2,58.1,Misto,0,1,15.0,1,4.37
4157,116,Maine Coon,Femmina,0.12,66.5,35.4,5.1,89.4,Umido,1,1,20.4,0,7.67
4158,33,Persiano,Femmina,0.11,55.6,24.4,2.2,74.4,Secco,1,0,25.4,0,5.19
4159,45,Maine Coon,Maschio,0.12,48.7,30.5,5.2,71.4,Misto,1,1,20.5,1,5.17
4160,89,Persiano,Femmina,0.11,49.4,35.6,1.7,104.8,Secco,1,0,26.1,0,6.73
4161,118,Persiano,Maschio,0.13,52.0,32.9,1.7,53.5,Misto,1,0,17.5,0,7.78
4162,102,Siamese,Maschio,0.08,56.1,33.6,4.0,84.0,Misto,0,1,10.0,0,7.38
4163,81,Maine Coon,Maschio,0.14,55.8,31.1,2.9,68.3,Misto,1,1,14.4,0,6.61
4164,20,Persiano,Femmina,0.09,41.0,26.1,3.2,116.1,Misto,1,1,21.7,0,4.84
4165,46,Bengala,Femmina,0.11,40.9,31.5,4.2,138.8,Umido,0,1,17.7,0,5.49
4166,44,Persiano,Maschio,0.11,50.0,35.2,3.2,80.2,Misto,1,1,18.6,1,5.97
4167,7,Bengala,Maschio,0.13,51.8,29.6,2.6,102.2,Secco,0,0,15.8,1,3.84
4168,68,Maine Coon,Maschio,0.12,52.3,27.4,4.7,114.8,Secco,1,1,15.3,1,6.43
4169,34,Maine Coon,Maschio,0.13,46.7,25.9,4.3,106.6,Umido,1,1,23.8,1,5.35
4170,110,Maine Coon,Femmina,0.14,48.1,29.8,4.1,104.0,Misto,1,0,27.3,0,7.91
4171,79,Persiano,Maschio,0.14,48.5,33.7,4.0,52.5,Umido,1,1,15.6,0,6.44
4172,71,Europeo,Femmina,0.12,58.2,25.9,2.8,109.1,Secco,0,0,14.9,0,5.89
4173,56,Persiano,Maschio,0.13,41.8,22.7,2.5,92.2,Misto,1,0,22.3,0,5.67
4174,80,Persiano,Femmina,0.16,65.4,31.3,3.5,82.4,Secco,1,1,25.8,1,6.45
4175,82,Siamese,Maschio,0.14,53.8,29.2,2.8,84.0,Umido,0,1,23.6,0,6.41
4176,15,Siamese,Femmina,0.11,35.4,33.2,4.0,93.2,Umido,0,1,27.7,0,4.12
4177,19,Persiano,Femmina,0.15,50.4,14.7,3.4,81.7,Secco,1,0,23.8,0,4.13
4178,87,Bengala,Femmina,0.13,56.9,30.4,4.0,80.9,Misto,0,0,22.1,0,6.54
4179,56,Siamese,Maschio,0.1,47.5,25.8,3.9,68.2,Misto,0,1,24.4,0,5.31
4180,78,Persiano,Femmina,0.12,59.4,33.0,6.6,103.4,Secco,1,1,20.3,0,6.64
4181,44,Europeo,Maschio,0.09,45.1,25.8,1.9,80.6,Secco,0,0,18.7,0,5.31
4182,33,Bengala,Femmina,0.07,52.7,23.8,3.7,71.5,Misto,0,1,21.0,1,4.95
4183,8,Maine Coon,Femmina,0.1,45.6,30.1,2.3,86.6,Secco,1,1,20.7,0,4.68
4184,89,Persiano,Maschio,0.12,51.9,35.8,3.3,87.5,Umido,1,1,14.8,1,7.14
4185,75,Persiano,Femmina,0.12,61.9,28.3,2.8,95.7,Misto,1,1,20.8,1,6.58
4186,32,Bengala,Femmina,0.09,55.1,26.2,5.0,89.4,Misto,0,1,19.0,1,4.9
4187,7,Siamese,Maschio,0.07,37.9,31.7,1.8,95.9,Umido,0,1,20.6,1,4.17
4188,98,Siamese,Femmina,0.15,57.5,35.7,5.2,84.9,Secco,0,0,18.3,0,6.83
4189,43,Siamese,Femmina,0.12,62.6,32.3,4.8,85.6,Misto,0,1,20.2,0,5.26
4190,8,Maine Coon,Femmina,0.15,55.4,23.4,7.1,99.8,Misto,1,1,19.7,0,4.77
4191,21,Bengala,Femmina,0.15,40.7,22.8,6.7,101.1,Misto,0,1,12.6,0,4.88
4192,99,Bengala,Maschio,0.13,66.1,38.1,2.8,109.8,Secco,0,1,14.6,0,7.62
4193,45,Siamese,Femmina,0.12,56.0,30.3,5.9,112.8,Misto,0,1,10.7,0,5.63
4194,7,Siamese,Femmina,0.11,38.4,21.6,3.5,86.1,Secco,0,1,25.2,0,4.18
4195,86,Europeo,Femmina,0.13,55.1,28.8,4.5,60.8,Umido,0,0,18.0,1,6.6
4196,46,Europeo,Femmina,0.12,52.9,27.7,6.6,106.9,Secco,0,0,19.7,0,5.05
4197,17,Persiano,Femmina,0.11,39.2,25.3,2.9,96.4,Secco,1,0,18.0,0,4.37
4198,40,Persiano,Femmina,0.08,53.9,25.5,4.1,92.5,Umido,1,1,13.0,1,5.69
4199,112,Bengala,Femmina,0.12,73.2,36.8,1.1,97.7,Secco,0,0,17.2,0,7.73
4200,70,Bengala,Femmina,0.14,61.6,31.1,5.3,83.2,Umido,0,1,18.1,1,6.5
4201,60,Maine Coon,Maschio,0.15,52.1,39.3,7.2,62.5,Misto,1,1,9.2,1,6.51
4202,50,Maine Coon,Maschio,0.12,48.0,33.9,4.9,72.3,Umido,1,0,20.6,1,5.78
4203,84,Europeo,Maschio,0.1,55.7,29.9,6.1,34.3,Umido,0,1,19.8,0,6.08
4204,95,Persiano,Maschio,0.14,47.7,36.8,5.7,100.3,Misto,1,1,16.3,0,7.59
4205,106,Europeo,Femmina,0.12,52.3,32.1,2.9,84.5,Misto,0,0,25.3,1,7.18
4206,90,Europeo,Femmina,0.11,40.3,41.6,4.5,106.2,Secco,0,1,20.0,1,7.24
4207,67,Persiano,Maschio,0.09,54.7,26.8,4.7,104.5,Secco,1,1,22.5,0,5.54
4208,54,Maine Coon,Maschio,0.16,48.0,30.0,2.3,74.8,Secco,1,0,20.0,0,5.82
4209,100,Persiano,Maschio,0.13,59.3,27.0,6.2,75.9,Misto,1,1,20.0,1,7.25
4210,30,Siamese,Femmina,0.14,48.8,24.6,3.2,70.6,Misto,0,1,7.2,1,4.91
4211,28,Siamese,Femmina,0.1,40.7,24.7,3.7,125.7,Misto,0,1,15.4,0,4.66
4212,29,Siamese,Maschio,0.12,49.3,32.6,3.6,84.2,Secco,0,1,17.5,1,5.02
4213,43,Bengala,Maschio,0.12,44.3,28.2,4.1,82.7,Misto,0,0,12.5,1,5.22
4214,33,Maine Coon,Maschio,0.14,59.9,14.4,8.4,102.6,Misto,1,1,16.8,0,5.66
4215,26,Maine Coon,Maschio,0.15,41.7,26.8,3.1,54.5,Umido,1,1,22.6,0,4.89
4216,59,Bengala,Maschio,0.09,47.6,23.1,1.7,75.5,Umido,0,1,18.1,0,5.89
4217,112,Europeo,Femmina,0.1,49.1,28.4,4.2,71.3,Misto,0,1,11.4,0,7.39
4218,23,Siamese,Maschio,0.13,39.6,31.9,2.7,64.1,Secco,0,1,20.4,1,4.15
4219,41,Siamese,Femmina,0.11,49.3,20.3,3.4,81.6,Umido,0,1,8.4,1,5.31
4220,104,Europeo,Maschio,0.14,46.7,24.1,4.9,90.7,Misto,0,1,21.0,0,7.19
4221,50,Persiano,Maschio,0.11,48.7,19.2,2.4,59.7,Umido,1,1,15.4,1,5.74
4222,78,Persiano,Femmina,0.1,55.8,27.0,3.5,79.7,Umido,1,0,27.5,0,6.14
4223,58,Maine Coon,Maschio,0.08,47.8,19.5,4.4,90.4,Secco,1,0,10.7,0,5.78
4224,107,Bengala,Femmina,0.13,40.3,22.3,2.8,94.6,Misto,0,1,17.8,0,7.13
4225,35,Maine Coon,Femmina,0.13,57.8,25.6,3.9,82.3,Misto,1,1,12.5,0,5.69
4226,65,Persiano,Maschio,0.14,53.4,29.8,4.4,95.4,Secco,1,0,16.1,1,5.8
4227,113,Europeo,Maschio,0.13,58.3,26.1,3.8,80.6,Secco,0,1,28.8,1,7.48
4228,103,Maine Coon,Femmina,0.04,53.7,32.0,4.2,114.0,Secco,1,1,16.0,0,7.45
4229,37,Siamese,Femmina,0.13,54.4,27.4,4.5,99.9,Misto,0,1,12.0,0,5.69
4230,72,Siamese,Maschio,0.09,58.8,31.3,3.0,72.6,Umido,0,0,21.1,1,6.17
4231,72,Europeo,Femmina,0.08,59.5,23.4,1.8,73.7,Misto,0,1,16.2,1,5.57
4232,33,Persiano,Maschio,0.08,50.2,36.6,2.4,92.6,Misto,1,1,16.2,1,4.95
4233,49,Siamese,Femmina,0.08,40.3,21.8,2.2,73.9,Secco,0,0,16.3,1,4.31
4234,84,Siamese,Maschio,0.13,56.2,26.1,5.8,53.0,Secco,0,0,16.3,0,6.51
4235,46,Bengala,Femmina,0.11,51.5,29.9,1.4,88.7,Secco,0,1,23.8,1,4.62
4236,68,Maine Coon,Femmina,0.09,48.0,29.0,4.9,82.1,Misto,1,1,10.2,1,6.28
4237,28,Persiano,Maschio,0.12,42.2,30.6,3.0,99.6,Secco,1,0,18.3,1,4.69
4238,109,Maine Coon,Femmina,0.1,59.7,28.9,5.6,92.0,Secco,1,1,19.3,1,7.88
4239,80,Persiano,Femmina,0.14,52.5,22.9,3.4,99.7,Umido,1,0,18.8,0,6.16
4240,53,Siamese,Femmina,0.15,47.6,20.0,4.0,138.4,Umido,0,1,12.4,0,5.69
4241,37,Bengala,Femmina,0.12,60.4,35.7,4.8,115.2,Secco,0,0,12.9,1,5.33
4242,62,Maine Coon,Femmina,0.15,55.9,26.6,5.9,84.8,Umido,1,1,16.4,0,5.79
4243,105,Siamese,Femmina,0.15,58.5,29.4,3.1,94.7,Misto,0,1,13.0,1,7.31
4244,38,Persiano,Femmina,0.12,57.3,35.9,3.1,88.6,Umido,1,1,19.6,0,5.26
4245,29,Maine Coon,Maschio,0.15,50.2,24.0,4.8,95.0,Secco,1,1,23.9,1,5.15
4246,44,Maine Coon,Femmina,0.11,44.5,27.3,1.6,51.8,Misto,1,1,18.3,1,5.4
4247,39,Siamese,Femmina,0.08,46.2,21.8,1.4,103.9,Misto,0,0,16.4,1,5.22
4248,61,Maine Coon,Maschio,0.09,56.2,21.5,4.6,43.1,Umido,1,0,7.3,1,5.16
4249,33,Bengala,Femmina,0.11,52.7,36.1,5.0,89.7,Secco,0,1,19.5,1,5.43
4250,42,Bengala,Femmina,0.13,52.3,36.6,4.5,53.9,Secco,0,1,14.0,1,4.81
4251,12,Siamese,Maschio,0.1,38.2,30.7,3.9,73.7,Umido,0,0,16.4,1,3.64
4252,73,Persiano,Femmina,0.11,58.0,33.6,3.2,90.6,Umido,1,0,14.3,0,6.47
4253,42,Siamese,Femmina,0.1,48.7,30.9,6.4,110.2,Umido,0,1,16.9,1,5.02
4254,61,Bengala,Maschio,0.11,55.3,24.4,6.6,113.6,Secco,0,1,19.0,1,6.32
4255,70,Europeo,Maschio,0.15,46.2,30.0,4.2,84.5,Umido,0,1,20.0,1,6.36
4256,70,Europeo,Femmina,0.13,65.8,26.0,3.0,105.8,Umido,0,1,23.3,0,7.12
4257,52,Maine Coon,Femmina,0.11,51.9,14.7,2.5,83.7,Umido,1,1,17.0,1,5.34
4258,25,Maine Coon,Maschio,0.14,44.6,31.8,4.6,75.0,Secco,1,1,16.9,1,4.97
4259,24,Europeo,Femmina,0.12,51.9,29.0,2.2,91.9,Misto,0,1,24.2,1,4.82
4260,34,Bengala,Maschio,0.12,54.4,20.1,2.2,66.1,Secco,0,1,22.4,0,4.93
4261,79,Maine Coon,Maschio,0.14,57.3,27.1,3.3,83.9,Secco,1,0,24.4,1,6.78
4262,65,Siamese,Maschio,0.11,44.5,33.5,4.8,80.0,Misto,0,0,22.7,0,5.77
4263,23,Siamese,Femmina,0.14,55.3,26.8,6.2,61.4,Secco,0,0,30.2,1,4.44
4264,97,Bengala,Maschio,0.14,52.3,21.4,4.4,95.4,Misto,0,1,21.7,1,7.07
4265,40,Maine Coon,Maschio,0.12,48.9,20.9,4.7,92.3,Misto,1,1,12.7,1,5.51
4266,48,Siamese,Maschio,0.09,34.3,36.7,5.5,114.0,Misto,0,0,21.7,1,5.15
4267,116,Maine Coon,Femmina,0.12,53.4,31.1,5.3,53.2,Misto,1,1,19.9,1,7.82
4268,100,Maine Coon,Femmina,0.14,51.7,35.3,3.2,72.1,Secco,1,0,16.1,1,7.19
4269,96,Siamese,Femmina,0.14,57.8,39.0,5.3,113.2,Misto,0,1,15.6,1,7.3
4270,16,Europeo,Maschio,0.15,42.9,23.5,5.5,101.6,Umido,0,0,17.1,1,4.13
4271,54,Siamese,Femmina,0.11,39.0,29.5,4.5,103.5,Misto,0,1,7.3,1,6.05
4272,118,Bengala,Femmina,0.14,58.5,21.1,4.2,117.4,Misto,0,1,5.3,0,8.21
4273,43,Persiano,Maschio,0.1,47.5,24.1,4.9,74.5,Secco,1,1,18.4,0,5.07
4274,69,Siamese,Maschio,0.12,46.8,31.3,4.7,72.1,Umido,0,1,15.5,0,5.72
4275,74,Maine Coon,Femmina,0.14,53.0,27.7,1.2,99.5,Misto,1,1,15.2,0,6.54
4276,13,Maine Coon,Femmina,0.14,33.8,27.9,4.6,101.9,Umido,1,1,16.3,0,4.18
4277,39,Siamese,Maschio,0.12,53.2,31.6,5.8,89.1,Misto,0,0,10.3,1,4.87
4278,53,Persiano,Femmina,0.11,49.0,30.5,5.5,87.9,Secco,1,1,21.7,0,5.48
4279,61,Siamese,Maschio,0.1,49.2,29.7,4.6,69.8,Umido,0,0,16.5,1,5.86
4280,81,Persiano,Maschio,0.12,59.8,30.0,4.2,120.0,Umido,1,0,18.2,1,6.41
4281,107,Persiano,Femmina,0.09,51.9,27.5,3.4,127.3,Secco,1,1,22.7,0,7.51
4282,70,Bengala,Femmina,0.11,53.8,23.9,3.8,109.9,Secco,0,1,16.3,0,6.51
4283,36,Maine Coon,Femmina,0.08,47.7,33.6,5.1,103.3,Secco,1,1,22.4,1,5.67
4284,9,Maine Coon,Femmina,0.09,68.4,29.4,4.6,101.0,Secco,1,1,19.8,1,4.51
4285,118,Persiano,Maschio,0.14,60.2,27.0,5.4,97.4,Umido,1,0,22.4,1,7.84
4286,114,Maine Coon,Femmina,0.13,48.4,31.0,3.2,51.1,Secco,1,1,22.8,1,7.69
4287,55,Europeo,Femmina,0.11,62.8,20.8,5.6,81.7,Umido,0,1,20.6,0,5.44
4288,74,Persiano,Femmina,0.12,59.7,26.3,3.1,102.6,Misto,1,1,17.6,0,6.9
4289,35,Maine Coon,Maschio,0.12,48.8,29.4,4.3,71.7,Misto,1,1,20.5,1,5.29
4290,93,Europeo,Femmina,0.13,51.2,31.0,3.2,89.5,Secco,0,1,12.8,1,6.54
